,address,business_id,city,is_open,latitude,longitude,name,postal_code,review_count,stars,state,Sunday_Open,Sunday_Close,Monday_Open,Monday_Close,Tuesday_Open,Tuesday_Close,Wednesday_Open,Wednesday_Close,Thursday_Open,Thursday_Close,Friday_Open,Friday_Close,Saturday_Open,Saturday_Close,Noise Level,Attire,Alcohol,Price_Range,Delivery,Outdoor_Seating,Drive-Thru,Good_for_Groups,Has_TV,Caters,Waiter_Service,Good_for_Kids,Accepts_Credit_Cards,Takes_Reservations,Wi_Fi,Happy_Hour,Good_for_Dancing,Smoking,BYOB,Corkage,Take_Out,Coat_Check,Parking_Street,Parking_Valet,Parking_Lot,Parking_Garage,Parking_Validated,Music_DJ,Music_Karaoke,Music_Video,Music_Live,Music_Jukebox,Music_Background_Music,Is_Restaurants,Sandwiches,Fast Food,Nightlife,Pizza,Bars,Mexican,Food,American (Traditional),Burgers,Chinese,Italian,American (New),Breakfast & Brunch,Thai,Indian,Sushi Bars,Korean,Mediterranean,Japanese,Seafood,Middle Eastern,Pakistani,Barbeque,Vietnamese,Asian Fusion,Diners,Greek,Vegetarian
2391,2715 S 99th Ave,7WKbaigeNKorHz_n6GMI7w,Tolleson,1,33.423322,-112.271932,Chase Bank,85353,6,2.5,AZ,0,0,9,1,9,1,9,1,9,1,9,1,9,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2392,5695 S Boulder Hwy,TAFy-5vIcAmxTzL9_WhpVQ,Las Vegas,1,36.0992634,-115.0479435,SuperPawn,89122,5,2.0,NV,12,1,9,2,9,2,9,2,9,2,9,2,9,2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2393,"Scottsdale Fashion Square, 4500 Scottsdale Rd",TP6hgLCNGkqjFne9nCfaiA,Scottsdale,0,33.493947,-111.922301,Fred's at Barneys New York,85251,25,4.0,AZ,0,0,11,1,11,1,11,1,11,1,11,1,11,1,,,u'full_bar',,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2394,"2150 Steeles Avenue W, Unit 9&10",cSSNM-c407ucUzKKHuEDGg,Vaughan,1,43.782788399999994,-79.49139190000001,East Moon,L4K 2Y7,6,2.5,ON,0,0,11,2,11,2,11,2,11,2,11,2,11,2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2395,2850 Medina Rd,B_wz5DFPuYBLedrk8XW6jA,Medina,0,41.1353951,-81.790136,Holiday Inn Express,44256,3,4.0,OH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2396,"Arrowhead Towne Center, 7700 W Arrowhead Towne Center",1A8kCJ6X_Idq54sq1_Bffw,Glendale,1,33.6420995,-112.22553300000001,Cellairis,85308,3,1.0,AZ,12,1,10,2,10,2,10,2,10,2,10,2,10,2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2397,575 McClelland Rd,nn9FH1wBNrEMeLdnO3N3VA,Canonsburg,1,40.2567058,-80.151187,Guitar Gallery,15317,4,5.0,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2398,1326 N Central Ave,scoJNOqcw2peNlO31UYTaA,Phoenix,0,33.4588800976,-112.0679819584,Pizza People Food Truck,85004,36,4.5,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,u'none',,,,,,,True,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2399,1724 W 10th Pl,AEpvBhxrmHJud4UgvF2yWw,Tempe,1,33.4180056,-111.96793000000001,Poolsaz,85281,4,1.0,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400,808 York Mills Road,PwO3JDkkY6y9Jty8aXFmsQ,North York,1,43.7545229757,-79.3575244778,What A Bagel,M3B 1X8,20,3.5,ON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,True,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401,"7420 S Rural Rd, Ste B3",ohAU8bISMlhqda3qqE1iLQ,Tempe,1,33.350442699999995,-111.92937979999999,Pro Fitness,85283,4,4.5,AZ,5,2,5,2,5,2,5,2,5,2,5,2,5,2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402,"280 W Beaver Creek Rd, Unit 35",uiShreF9oKvzuqxWWxECAw,Richmond Hill,1,43.8439761,-79.3878015,Gou Bu Li,L4B 3B1,63,3.0,ON,11,2,11,2,11,2,11,2,11,2,11,2,11,2,,,'beer_and_wine',,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,,ltsK5vMHe6kNUdWg6BA8aA,Gilbert,1,33.2774819,-111.7316557,Morning Kick,85297,3,4.5,AZ,6,2,6,2,6,2,6,2,6,2,6,2,6,2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,100 City Centre Drive,toeybd1t5BMvp9nAyIEqng,Mississauga,1,43.593078399999996,-79.6424911,Old Navy,L5B 2C9,3,3.0,ON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,"9587 Weston Road, Unit 6",UnQtgQKpfBs2avbl8xWwgg,Vaughan,0,43.8341051021,-79.5572428371,Pizza Zozan,L4H,5,4.5,ON,11,0,11,2,11,2,11,2,11,2,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,95 N Dobson Rd,IGkxbMVWcO1WrkJjdip4OA,Chandler,1,33.304339,-111.87589640000002,Huffs Automotive,85224,19,3.5,AZ,0,0,7,1,7,1,7,1,7,1,7,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2407,"150  6th Ave SW, Suncor Energy Centre",1hAebzcRgN5khGO3_uXz5Q,Calgary,1,51.047918,-114.06446129999999,Thai Express,T2P 3Y6,5,3.5,AB,0,0,10,1,10,1,10,1,10,1,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,532 S Park St,-R_dMb9Z1eBv_FlYZrrKbw,Madison,1,43.0611378,-89.4010411,Oriental Wok,53715,18,3.0,WI,11,1,11,1,11,1,11,1,11,1,11,1,11,1,,,,,,,,,,False,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,10019 Rea Rd,UgPdanBPEQyoYUv1MGF6dQ,Charlotte,1,35.032377000000004,-80.8046866,Firestone Complete Auto Care,28277,16,2.0,NC,8,1,7,1,7,1,7,1,7,1,7,1,7,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,3019 Shamrock Dr,KEGLWeFAWXvo0W2LnujhtQ,Charlotte,1,35.23669,-80.7745024,Lang Van Vietnamese,28215,345,4.5,NC,11,2,0,0,11,2,11,2,11,2,11,2,11,2,,,u'beer_and_wine',,,,,,,False,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2411,1750 Saint-Denis Rue,hEAYEzImNy9ppjwEvtMKDw,Montréal,0,45.515735799999995,-73.5651376,Presse Cafe,H2X 3K6,4,3.5,QC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,8979 E Talking Stick Way,nhKC08w48E8cm3E40rtfgg,Scottsdale,1,33.536018,-111.88771200000001,Michaels,85250,23,3.5,AZ,10,1,9,1,9,2,9,1,9,2,9,2,9,2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2413,3832 Penn Ave,hNmSL-HfN_IdPlWXP1ILEw,Pittsburgh,0,40.4645039,-79.9602215,New Way Gourmet,15201,9,4.5,PA,0,0,9,1,9,1,9,1,9,1,9,1,0,0,,,u'none',,,,,,,False,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2414,300 E Ohara St,skQuaUwMF5bEm5Q9TeytVA,Mc Donald,1,40.369724,-80.2302323,Wagner Tire & Supply,15057,3,4.5,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415,"505 So Grand Central Pkwy, Ste 3299",QMf2V4AuQ8li7mt11Tns2g,Las Vegas,1,36.1664334899,-115.1555089653,Neiman Marcus Last Call Studio,89106,7,2.5,NV,9,2,9,2,9,2,9,2,9,2,9,2,9,2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2416,420 E Roosevelt St,c2C6TcNwnudSVEZ6w-jNHg,Phoenix,0,33.4587669,-112.0677594,Bodega 420,85004,10,4.5,AZ,8,2,8,2,8,2,8,2,8,2,8,2,8,2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2417,1095 Queen Street E,ndcCAM9tdKUlj4F2kuhQMw,Toronto,1,43.6618494,-79.3359748,Kristapsons,M4M 1K7,10,4.5,ON,10,1,0,0,9,1,9,1,9,1,9,1,9,1,,,,,,,,,,False,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2418,2085 Union Avenue,-H5UJEAYdGB1AwIR4Fv_9w,Montréal,1,45.5050441,-73.5720066,Spa Viva,H3A 1T9,9,2.0,QC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2419,"9640 W Tropicana Ave, Ste 106",kdnQwTsPHtL2_FxcjKb19g,Las Vegas,1,36.1017696,-115.30237199999999,The Medicare Store,89147,3,5.0,NV,0,0,0,0,8,1,8,1,8,1,8,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2420,11819 Saguaro Blvd,dAF1CNwCVjVtIg80pDj8zA,Fountain Hills,1,33.594421000000004,-111.71155700000001,Auto Mobile Detective,85268,17,4.5,AZ,0,0,0,0,7,1,7,1,7,1,7,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2421,8400 W Lake Mead Blvd,szdXCAagDGX4kA7EPZ0kEw,Las Vegas,1,36.1984095,-115.27882720000001,Nevada State Bank,89128,10,2.5,NV,0,0,9,1,9,1,9,1,9,1,9,1,10,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2422,"8278 W Lake Pleasant Pkwy, Ste 103",BZbojySaJhxitJb3S6r4NA,Peoria,1,33.670157,-112.2383733,The Spotted Couch,85382,7,4.5,AZ,12,1,10,1,10,1,10,1,10,1,10,1,10,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2423,330 S Valley View Blvd,g3OqrOFv_jsxPre2UjWGug,Las Vegas,0,36.168759,-115.19411699999999,Centurylink,89107,3,1.0,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2424,58 Saddlecrest Close NE,224WxbrL71YEmpQnHEaB3w,Calgary,1,51.134238063000005,-113.9439501241,ABC Cougar trucking,T3J 5B5,3,3.5,AB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,2601 W Beltline Hwy,2YlUn3s132hNq5ueGeIiJg,Madison,1,43.034735368999996,-89.42256113879999,Bonfyre American Grille,53713,238,3.5,WI,11,2,11,2,11,2,11,2,11,2,11,2,12,2,,,u'full_bar',,,,,,,True,,,,,,,,u'no',,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2426,3348 Rte 130,ZL6BK8wweb-8ncJ7kFIG-A,Harrison City,1,40.3550315,-79.6504518,Aiello's Pizzeria,15636,43,4.5,PA,10,2,0,0,10,2,10,2,10,2,10,2,10,2,,,u'none',,,,,,,True,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,5045 Eastpark Blvd,TCX9hVUcikqtbkzBoG8JpQ,Madison,1,43.144013,-89.2962238,Cambria Hotel,53718,50,4.0,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,350 E Steels Corners Rd,PjQngP_7m7PA8K1WUHdXqg,Cuyahoga Falls,1,41.180715351799996,-81.4947722541,RETRO Dog,44224,158,3.5,OH,11,2,11,2,11,2,11,2,11,2,11,2,11,2,,,u'beer_and_wine',,,,,,,True,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2429,2530 E Indian School Rd,qUOx3oDcDZweflVL7zUP2w,Phoenix,1,33.495191999999996,-112.026757,Wellness For Less,85016,12,4.5,AZ,0,0,9,1,9,1,9,1,9,1,9,1,10,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2430,"10039 University City Blvd, Ste C",8fB3OodPzYuagvnEWzULeA,Charlotte,1,35.311029299999994,-80.71615899999999,Hungry Howie's Pizza,28262,15,2.5,NC,10,1,10,1,10,1,10,1,10,1,10,3,10,3,,,,,,,,,,False,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2431,4 Avenue Rd,oTUhDAMPbhR5T6y_AO11hw,Toronto,0,43.6692689,-79.39503559999999,Stillwater Spa,M5R 2E8,37,3.5,ON,10,1,9,2,9,2,9,2,9,2,9,2,10,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2432,"10816 MacLeod Trl SE, Suite 252",gRbbXVCy6P4C7qqJNJH9eA,Calgary,1,50.9693530747,-114.07239022270001,Ginger Beef Peking House,T2J 5N8,24,3.5,AB,16,2,16,2,16,2,16,2,16,2,16,2,16,2,,,u'beer_and_wine',,,,,,,False,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2433,1941 E 3rd St,X4XsMl06G8G6bj1yopxRvw,Tempe,1,33.4271304,-111.9026808,Precision Fleet Services,85281,49,4.5,AZ,0,0,0,0,8,1,8,1,8,1,8,1,9,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2434,"2550 S Rainbow Blvd, Ste 7",d2ZRWM2_5GJrMdkQh_Btdw,Las Vegas,1,36.143637826500004,-115.2420547977,Dr Green Smoke Shop,89146,3,1.0,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2435,"610 Junction Rd, Ste 107",fqeHgAtcUxp2ocf_RLErkg,Madison,1,43.0733000354,-89.52668633309999,Mr. Brews Taphouse All American Burgers,53717,99,4.0,WI,11,2,11,2,11,2,11,2,11,2,11,1,11,1,,,u'beer_and_wine',,,,,,,False,,,,,,,,u'no',,,,,0,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2436,"3331 Danforth Avenue, Unit A",rmHBam1Z0aBARUd45IG_qw,Toronto,1,43.6927912,-79.28118459999999,Mayettes,M1L 1C5,5,4.5,ON,11,1,0,0,11,1,11,1,11,1,11,1,11,1,,,u'none',,,,,,,True,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2437,"4550 E Cactus Rd, Ste 254",BSS1uHhoruA40kP-QNwoqA,Phoenix,0,33.6021872,-111.9836094,American Eagle Outfitters,85032,4,1.0,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2438,11555 W Van Buren St,G_1M9_yX5ThAROn1zKKpQg,Avondale,1,33.4490139,-112.30790790000002,Panda Express,85323,31,2.5,AZ,10,2,10,2,10,2,10,2,10,2,10,2,10,2,,,'none',,,,,,,True,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2439,1188 E Camelback Rd,yUt-QnSqMMDFOm90KLPNHw,Phoenix,1,33.5101278,-112.05676580000001,Fix Auto - Phoenix,85014,6,5.0,AZ,0,0,7,1,7,1,7,1,7,1,7,1,8,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2440,715 W Warner Rd,L1csTu08WEwdcva47ztu4A,Gilbert,1,33.3350443578,-111.8048562482,O'Reilly Auto Parts,85233,5,5.0,AZ,8,2,7,2,7,2,7,2,7,2,7,2,7,2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2441,2754 E Bell Rd,wfBBZLxFvShPFfPv5CiH2g,Phoenix,1,33.641116600000004,-112.022952,Pep Boys - Phoenix,85032,64,2.5,AZ,9,1,7,2,7,2,7,2,7,2,7,2,7,2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2442,7 Rue de L'église Nord,oDz72mVeyKe59j28YmG8mA,Lacolle,1,45.081601506400006,-73.3726096256,Choco Choc Café,J0J 1J0,3,4.5,QC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2443,N5-4300 Steeles Avenue E,5jGuiRvW3glqSYjJmut_Tg,Markham,1,43.8260053468,-79.3062365055,Legend Tea,L3R 0Y5,8,4.0,ON,12,1,12,1,12,1,12,1,12,1,12,1,12,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,3331 E Corona Ave,-ECS2TgyvvTjCqFNYCBfJA,Phoenix,1,33.405263,-112.009225,Coyote Courier Services,85040,14,5.0,AZ,0,0,8,1,8,1,8,1,8,1,8,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2445,,H4LD8rfe6Mk5hWVBIIuelQ,Gilbert,1,33.3650631,-111.7495419,Arizona Fans and Blinds,85234,18,4.5,AZ,0,0,10,1,10,1,10,1,10,1,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,"2010 E University Dr, Ste 16",pD6Eg5iI8zgS1YZZYk0TVA,Tempe,1,33.4227083,-111.8999895,Guardsman Furniture Pro,85281,12,5.0,AZ,0,0,8,1,8,1,8,1,8,1,8,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2447,"3725 Medina Rd, Ste 115",xkfXBsu4TmwKpWoNBLruiA,Medina,1,41.1378021,-81.8214969,NY Bagel Deli,44256,54,4.0,OH,7,1,7,1,7,1,7,1,7,1,7,1,7,1,,,u'none',,,,,,,True,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2448,"104 Yonge Street, Unit 214",lBeOCub-JNtyfNlblUxwjQ,Toronto,1,43.65048501,-79.3786239624,Altima Scotia Plaza Dental Centre,M5C 2Y6,6,3.5,ON,0,0,7,2,7,2,7,2,7,2,7,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
